GEOID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
08005,55359,55878,55188,55907,55615,55159,55804,59299,59320,56099,58152,57042,60525,61092,65359,67062,70866,75196,76665,82364
08007,38241,37327,37345,38677,40592,41860,46904,53200,51058,46013,46165,48043,46127,44417,44508,50361,51998,52481,53337,57604
08009,29274,28087,25364,26434,26580,28804,29443,30397,31963,32660,33086,34168,37775,35787,36294,35405,34070,35725,38294,38945
08011,28252,27470,26485,27369,27569,30166,30475,32043,33187,30890,33702,35522,33540,34440,35424,36630,33951,37307,37659,35764
08013,58601,57079,55810,57112,57908,58334,62322,64299,66760,63757,62215,68101,66894,71405,71546,72392,74772,80701,83591,88341
08014,65302,65302,65155,64005,65375,67067,71714,70168,77855,77606,76006,79051,81040,79117,85885,86548,86870,91968,96924,106892
08015,35706,34930,35366,35719,37226,40120,39263,42464,45916,42602,42420,44156,44651,48012,48840,50947,49877,53545,56168,60331
08017,37620,37017,32739,35873,36563,39252,37794,44053,46017,42026,44464,46965,51093,50379,52273,50620,50558,50571,54504,52337
08019,54838,55116,55079,57211,58677,61937,61744,65137,57227,64241,64822,65420,65359,63489,69115,67262,68699,71850,74019,79900
08021,25296,24770,24959,26749,27077,28010,28591,30453,30747,29594,32254,32588,31970,34923,33998,37102,34390,36852,38777,40944
08023,21135,20403,20731,21731,22165,21920,23000,25164,25208,24758,27305,26125,26075,28233,27882,27944,27211,30486,31557,34731
08025,26953,25497,23963,23469,24435,27107,28375,30896,31603,29104,34569,30279,30460,31477,32570,35405,35873,38112,35880,38224
08027,36205,35953,35938,37830,40332,40946,41811,44193,50660,45898,42951,45791,46744,47268,48368,43995,52021,54080,55242,57381
08029,33356,32258,32894,33625,35280,35358,37343,39082,43621,41528,40288,41442,41208,41730,45283,42586,41798,43528,46786,51525
08031,41657,40709,40082,41036,41767,42576,41357,44881,46305,46693,45415,47584,50455,51156,54872,57886,61038,64974,68069,75456
08033,32126,31685,30108,31923,32357,35384,35877,36797,43760,43248,40511,39650,39254,42416,44235,44829,46791,44882,47482,50232
08035,91210,93316,93927,93013,94658,90143,93273,94042,100493,100447,97806,95973,98426,105192,107250,109926,112399,112386,120670,123697
08037,61760,62370,59682,58347,59037,63848,65923,73440,73482,74220,69182,67190,69870,78517,76661,75191,79556,88913,86896,89268
08039,66082,66230,66648,66647,69631,69074,75374,77037,75990,77123,78550,78029,81528,80972,83603,90270,86693,102731,98247,101733
08041,48991,48583,48626,49292,50312,50878,53234,55253,59061,55621,51553,54857,55312,57072,59286,60050,63610,65260,67923,72675
08043,34504,33517,33548,33837,35129,36403,37831,34630,39155,39714,40543,41493,40809,41412,41385,41967,46372,48820,47885,52239
08045,48713,48431,48257,48153,50119,52189,59503,64173,67063,62716,60456,57617,54088,57364,62529,64487,69161,71897,74421,73788
08047,53910,54319,53766,53044,54194,56911,60235,62746,62332,59632,63024,60537,61447,64962,64752,67389,65472,79636,72949,74806
08049,47958,47956,47871,48348,49907,51043,54619,59118,58895,58209,55818,56980,56191,57312,59379,59885,63875,61241,69214,71029
08051,37898,37809,36989,37782,38979,40436,41434,49333,46972,45711,47698,43069,49861,48391,48940,47619,53753,53480,61268,60408
08053,37815,37088,36706,35958,38891,42012,42406,47010,50692,48372,48195,49024,50177,52188,51241,58613,51717,59157,62149,61391
08055,26176,25130,25249,25751,26649,28334,28778,29783,31410,30176,31696,30655,31574,32418,32750,33098,34626,37424,38242,39955
08057,33178,32074,31369,32071,33476,34281,36073,39007,40413,41337,43691,43206,43190,43549,45073,46905,46671,48785,51457,53577
08059,60357,60297,59903,58851,59060,60996,60784,64548,66627,66059,64181,64412,67401,68161,70687,71209,74342,80562,85550,89696
08061,32811,32346,28698,30850,28851,31289,33032,34084,38581,36931,37600,41427,40216,42378,42310,42108,43951,43845,44704,46901
08063,35066,34257,31728,32891,33610,35157,38751,37288,39997,40677,39498,43078,44059,39633,46394,44090,48272,44028,48342,42951
08065,38487,37286,35947,35040,36033,38960,40443,41492,48280,43935,43565,42768,45504,47547,46765,45913,49064,49799,51802,56850
08067,41490,41194,41591,42846,44078,46881,50561,53720,56427,56610,53029,52276,55888,58675,60658,60732,58499,61974,66219,77829
08069,49758,49168,49638,50275,50911,49188,54241,52968,56701,56281,54739,55501,56132,59337,57659,64935,66561,69443,71306,75332
08071,28730,27960,29044,30092,31798,32246,35008,36607,38876,36575,37700,40191,38713,38547,39625,38858,38224,39552,41485,43452
08073,33205,31848,30160,31205,31574,34960,35524,36252,40384,37439,39230,42734,38098,41510,41248,43188,42969,45308,46690,43077
08075,34724,34297,34242,34329,34691,36134,37885,40874,42163,39953,40637,43823,42740,43561,45439,46306,49407,50246,53168,58429
08077,37138,36315,37053,38129,40045,39750,42791,49926,54337,52290,47324,47778,46940,48108,50106,51449,49825,52623,51132,60249
08079,36124,35306,34694,37018,39725,40134,42228,44031,46394,43172,45645,46956,47169,50286,51257,50481,52641,55906,60210,63015
08081,43186,42901,43718,45071,46102,46983,50285,54323,56427,54615,55913,52257,57023,58890,56193,59173,54151,57680,59500,63232
08083,33305,32717,32443,33212,34416,35329,37389,41425,44860,40859,41074,41817,40351,43655,44163,42975,40679,48692,50180,52641
08085,36303,35896,36741,38454,40234,38911,42016,45254,45817,48108,44002,43035,45226,43946,46336,46860,43285,51031,52576,50707
08087,35648,35009,34542,34892,36507,35805,40266,43540,43246,41441,43209,41246,44577,46332,47631,49087,49129,50453,55387,57535
08089,29939,28869,28528,29317,30298,32866,33310,31996,33234,30373,34360,30420,35026,36811,33043,34970,36773,37907,40064,43723
08091,43707,43332,43747,45521,47424,48855,51747,55074,59725,59810,54920,57922,61657,58137,57242,60402,66813,63627,68900,72836
08093,54396,53925,53045,52265,52684,55589,60208,61987,64471,61127,66400,58565,60731,57510,58487,63319,68535,69884,72121,77221
08095,34253,34065,33225,33697,34316,34664,36380,39430,42087,40178,44064,43826,46216,46805,47006,48562,49046,52096,52367,53432
08097,62190,62605,60821,59624,60662,57615,67950,72727,72088,69352,65568,69229,67057,71012,73274,76663,74576,78596,89034,92820
08099,30905,29985,29058,29411,29647,31042,32003,34581,35730,33646,34488,36563,36580,38830,39184,41348,40164,41238,42455,47051
08101,33673,32663,33269,35130,35693,37129,36999,40570,42005,39016,39107,40764,41209,41352,41382,40540,44644,44060,48308,51075
08103,40409,39785,41133,41730,43501,44709,47150,58841,57856,59017,59308,60022,57922,59364,63184,61426,58980,58336,63411,65960
08105,32646,32344,32858,33935,34680,34215,35842,37350,37353,37993,37300,37472,37837,39834,40593,40259,41128,41693,44171,48496
08107,53966,54270,53299,53252,54539,58482,61128,63797,63085,64892,60506,64998,62271,63763,66846,70989,71322,76505,81033,87691
08109,24912,23809,23098,23764,23638,26081,28213,30193,33198,28866,30985,30746,30197,35310,31227,34209,33973,36558,36869,37004
08111,30564,30770,30733,32640,32057,33462,34987,38257,40252,38253,37001,36547,35734,41683,40006,43489,44652,46985,46878,50524
08113,49270,49527,47274,45521,46891,50324,54850,59973,61074,60115,62368,57578,53477,53674,59603,62793,67251,70418,69458,77209
08115,29763,28868,27884,27773,27824,29871,30763,32086,35350,35336,36749,37511,37633,39980,44562,40325,42518,39880,40009,42808
08117,57200,56707,53362,51610,52220,56275,60332,68685,64813,65952,60087,60397,61286,63236,68352,69633,70265,75420,80078,86570
08119,52304,52510,52383,51532,53787,56557,57686,59075,58457,53928,59966,60313,59558,62725,62380,66191,63966,68078,64850,70599
08121,33193,32923,30079,31036,32344,39779,34115,38149,38982,40778,40914,43433,43446,45572,45784,47592,46304,48325,47869,53263
08123,42555,42849,43476,44756,46241,48338,52037,52228,55845,54578,52334,51773,55332,58404,61501,69434,63609,68679,75629,78160
08125,34613,34542,33722,34494,35687,37089,38067,41570,43560,42813,43361,46246,45059,45487,46838,48934,48963,48893,53253,52841
09001,63762,63881,62756,61035,60790,71493,76378,80020,84250,78892,74634,77065,79536,81816,85336,86297,89954,91170,91183,96966
09003,49461,49208,50274,51630,54093,57722,58608,61056,64045,61962,60028,60947,63374,63491,65809,69260,69341,70433,73037,75336
09005,56215,56807,57738,58029,59546,63869,66113,68142,67520,67688,66076,68658,67746,70519,73413,70847,76323,77968,76304,81015
09007,60706,60660,61699,61869,63949,69856,68764,72155,74645,74524,70805,75714,74588,75335,76365,82878,80190,81533,88709,81721
09009,49428,48783,49098,50737,52591,53577,56755,59640,61459,60388,57070,58985,59217,58672,60387,61758,66012,66764,67720,69687
09011,49365,49539,51453,51513,54218,58674,59398,60907,67484,63450,61792,63561,65573,62638,65813,65602,70258,71721,67790,75226
09013,60190,60166,61189,61418,62711,72167,69458,74700,75251,78471,74868,77124,75048,73660,78653,81616,81369,75571,89584,90181
09015,45270,44725,45433,45996,47306,48630,53802,57339,54027,56342,56564,54911,54221,55948,57547,61303,60869,62606,65182,63309
10001,41057,40772,41817,43446,44889,47335,47635,47407,55179,50884,51490,51045,51695,53811,54271,55678,53994,57112,54980,58804
10003,55205,53994,53377,53562,54304,59054,58184,59871,63301,62051,59877,63087,62086,63033,64632,66179,67246,66839,69562,76076
10005,38934,37614,37896,39395,41661,44632,45798,50132,47727,50024,48582,51060,48684,50207,53316,54309,56618,61124,59821,64839
11001,40606,41112,40617,43215,46211,48078,51746,54812,58553,58906,60729,62087,65231,66326,69992,73115,74093,80153,82533,90395
12001,32724,32061,32153,33176,34696,35474,37046,38075,42980,38597,40656,39825,41297,39614,44325,47023,45294,45230,51026,49880
12003,39070,38049,38438,39281,41589,43011,44860,45783,48443,46513,45802,42564,45721,46505,47121,50883,51904,51856,52804,60454
12005,35547,35111,35718,37081,38972,40540,44058,47495,45655,43930,44364,44204,45259,45249,44800,47745,48843,51633,51777,58376
12007,32889,31917,31626,32598,34104,36699,38060,40542,41154,38360,39454,39271,38680,40668,39980,40879,43058,44997,45075,47509
12009,40673,39862,40342,42192,44248,43403,46415,50261,49473,45683,46331,46494,46332,46677,47973,50352,51214,52596,57612,57582
12011,42690,42311,42497,42673,43136,46618,50399,52504,51594,48772,47917,48478,49564,50343,51485,53624,54055,56702,57200,61429
12013,27027,26239,26172,26615,27521,28450,31397,28186,33613,32920,34054,32395,33418,33977,35256,36062,36708,37612,38323,41399
12015,36087,34922,35408,36514,37820,39159,43746,46328,46378,40874,41991,41346,44454,43611,43242,45495,44935,51583,52724,54756
12017,31358,30253,30657,31932,33576,34171,35563,36979,38476,37861,36174,35041,38937,39285,36383,39982,40009,43147,41556,49762
12019,48988,49070,50173,51376,53201,54277,59994,58696,61057,57858,57913,54867,56359,57991,58539,59244,57476,65375,62835,75776
12021,47792,47204,47591,48242,48812,52301,56135,58519,61379,53934,53341,51039,54475,55584,58403,62385,62397,66709,70649,76415
12023,31293,30151,29711,30815,32455,33383,37724,40422,38816,36923,34870,36452,37091,41722,38484,43303,41667,42097,46195,47087
12027,29950,28571,27850,27784,28638,34879,32754,35988,37478,33791,33966,32753,33602,33198,36945,34380,34146,37342,37233,41673
12029,26372,25336,26367,25874,26999,28251,28847,31018,31443,30268,30967,30801,31913,31649,32121,35749,34146,38355,37148,39793
12031,41326,40618,39965,40457,41736,44694,45770,49175,50660,47002,46112,45995,43835,47876,46013,49565,51948,52105,55733,58339
12033,34355,34160,34528,35347,36743,39830,41923,41772,41690,40794,41428,41072,44539,42742,46139,45735,45004,48289,50644,52822
12035,40435,39132,40310,42681,45374,45355,46685,45639,49014,50249,45685,47095,44460,47872,51556,50347,50863,52713,58975,62831
12037,27746,27107,27862,28896,30678,30960,33000,35182,34787,33956,34522,35288,37868,33471,36788,38220,37479,40158,40297,47504
12039,30650,29630,29598,29814,31070,33246,35136,35322,34316,34570,35704,34154,35854,34348,35849,36637,40865,38084,42259,42975
12041,30708,29889,30148,30908,32644,35286,36483,39383,37120,37139,38517,38046,38016,39854,40788,39342,41721,42880,42186,46171
12043,30379,30479,30954,31598,31973,34415,36040,37220,39251,34920,39089,38825,37004,39003,38783,40215,39607,42865,38680,45412
12045,30014,29246,29618,31543,32893,34823,36278,38160,38632,35656,39403,37373,34940,38880,38419,41320,38381,44135,45426,53228
12047,26032,24691,24031,25201,26411,28301,30399,30971,32444,31038,31820,29482,32232,33836,31734,33497,34517,35262,36299,39241
12049,29693,28525,28004,27851,28669,31989,33034,36590,34385,33728,33732,33058,34012,34884,35371,35850,37612,40056,39169,41430
12051,33012,32137,31665,31292,32197,36211,35235,38270,38771,35858,37220,35247,36515,37085,38494,39320,39911,38361,44391,45107
12053,32963,31882,32247,33874,35577,37672,39840,43208,39552,40352,37867,40411,37093,39280,40094,43103,46225,44710,45884,50705
12055,29864,28738,28718,29421,30343,31104,33242,34098,33703,33401,34469,33692,34722,34054,35787,34691,36864,37445,39994,45723
12057,40987,40922,42407,43304,44850,45084,46751,50485,49762,47129,46043,46592,46534,49510,50758,51710,54509,54741,58361,61133
12059,27831,26950,27080,27773,28694,30778,30794,33321,33251,31861,33696,33211,36272,33220,35651,35202,41110,40657,38040,38874
12061,40063,39359,39615,40356,41522,44450,45034,47563,48267,43685,47525,42053,42638,44326,47548,49887,49813,51797,58228,61173
12063,29700,28694,28947,29951,31022,32723,32879,35897,37707,35968,37351,35193,34978,36332,36876,36751,37358,41524,39545,40543
12065,32924,32250,32156,32742,33962,35349,39018,40217,36482,38193,39113,40252,38244,39494,40205,42210,43453,48163,46332,47192
12067,30008,28723,27533,27177,27896,31038,33234,36855,39293,35689,36001,40407,34054,37120,38071,40345,40653,41549,42689,45480
12069,37354,36585,37398,39040,40745,40059,42194,46557,45517,42479,42343,44965,41579,44244,46895,49711,50125,51429,52447,57660
12071,39262,39216,40037,41270,43476,46000,48674,50750,50863,45624,44377,45515,46396,46605,49147,50713,52989,54198,56343,62364
12073,38791,38153,37760,38084,39562,42667,41958,48739,47318,40725,42393,44857,46014,46975,45463,46405,51041,51716,51046,55081
12075,27724,26990,27257,27904,29314,29917,31966,34499,35267,32528,32197,33544,32815,33193,37433,36005,33092,37272,39037,41405
12077,29274,28855,29132,29824,30451,31896,33987,36758,38608,36809,37815,37446,37726,36561,38473,39623,38900,41308,40814,44236
12079,26987,26010,25732,26592,28230,30029,32113,39394,32502,31174,31942,31578,31469,30391,33017,34360,33721,37256,38249,37919
12081,38732,37694,38647,39756,41419,44165,45401,48940,46573,45565,44990,43494,46999,48066,51673,50728,51770,55189,59587,64151
12083,32532,31490,31851,33247,34948,35974,39550,39354,40266,38988,37162,36425,37287,38783,39860,40053,39629,43772,44517,49079
12085,43625,43332,43692,43136,45341,46133,51113,55229,52743,50351,49539,50417,47120,51159,55472,53459,55917,58344,61592,70806
12086,33228,32194,31531,33054,34682,37142,41178,43495,43921,41367,40145,40476,41311,41840,42754,43687,45886,49758,52043,54991
12087,42447,42183,41675,41306,42195,47268,50598,55054,52908,49740,50388,51152,52152,50380,57411,58332,63892,63009,67094,67528
12089,46814,46607,47279,48579,50301,51007,55496,56500,59514,55180,57605,54706,55367,56987,56728,55707,67967,70590,66898,72818
12091,41706,41193,41987,43173,45424,49384,52615,54633,54420,49215,51173,49643,52381,54265,55952,55391,58009,60798,62779,63520
12093,29896,28861,28866,29789,31332,33029,36866,36989,35724,35349,35417,33806,34742,35954,37065,35787,37689,42524,42258,45225
12095,42656,41202,40697,40671,41725,44183,48776,50988,50674,46826,45105,44635,45565,46675,47069,50593,51312,54021,58037,63133
12097,38309,37342,37469,38966,39770,40978,44277,46599,45766,42626,42165,40933,42743,41592,42945,45127,50716,49284,50473,52270
12099,42008,41892,41766,43014,44186,48086,51658,53500,52807,49660,49891,48973,51217,51768,52225,56638,57607,60059,61735,66621
12101,34233,32916,33433,35386,38065,39327,41700,44233,42407,40289,42184,40859,42695,45454,45219,46080,46326,51247,53788,55745
12103,37179,36435,35690,36266,38547,40669,41960,44325,45899,43200,42628,42761,44819,43773,45162,47591,49974,51488,52226,56708
12105,35438,34442,34620,35125,36339,39114,41176,44216,44350,41913,41184,40258,41337,42447,42768,44024,46289,48328,51354,51817
12107,27839,27095,27191,28664,30098,30958,31755,33282,35168,31492,33300,31150,33593,32852,32054,32351,37526,34390,39578,41986
12109,52244,50737,51587,52758,55712,57277,58306,63728,67238,62180,60841,63299,62112,66312,66560,71896,78544,77022,81925,90839
12111,36172,35168,35990,37407,39377,42048,44466,46127,44788,44545,39378,41384,41934,42825,42722,45918,45509,49995,53377,57292
12113,42626,42051,43115,44636,46298,47005,52453,50935,54174,53419,51208,53155,59854,54876,58587,59289,62668,65434,69541,66139
12115,42265,41312,41360,42355,44023,44789,48626,50031,49001,45953,46047,47457,48239,48717,52109,55882,55088,58423,61652,66258
12117,50122,49287,48957,49267,50842,52390,56655,56315,58175,56201,57381,54449,54901,55195,56443,57357,61253,63865,67187,69954
12119,31730,30559,31673,34044,37523,36194,42459,42828,48106,46586,45165,44595,47017,52670,51907,54592,56568,57931,55324,63464
12121,30044,28907,28756,29523,31744,33114,32847,36054,34427,34372,39259,34947,34434,35666,38177,37368,40572,44144,38525,49453
12123,30702,29804,30186,30871,31784,32680,34900,38056,36349,34240,35343,33863,36257,38370,36374,39116,40180,41557,42307,42987
12125,33779,32811,32429,32847,33821,35592,37740,41124,42734,38077,40523,40743,39486,40841,40207,41078,43795,47373,45906,50893
12127,35278,34740,35010,36100,37247,38457,40857,42268,45831,41390,41368,38477,40114,40908,40881,42334,45356,46911,50285,53554
12129,37761,36802,36732,38076,39849,41863,47672,46997,48012,48022,47566,50716,46773,47430,51642,48703,56158,55717,58203,58640
12131,32368,31719,32697,34884,37350,38799,42115,45288,43779,42854,44622,44763,40239,45357,46867,47875,54686,52922,60973,62600
